id;name;city;country;iata;icao;tz
2036;Sirri Island Airport;Siri Island;Iran;SXI;OIBS;Asia/Tehran
2037;Lavan Island Airport;Lavan Island;Iran;LVP;OIBV;Asia/Tehran
2038;Shahid Ashrafi Esfahani Airport;Bakhtaran;Iran;KSH;OICC;Asia/Tehran
2039;Sanandaj Airport;Sanandaj;Iran;SDG;OICS;Asia/Tehran
2040;Hesa Airport;Daran;Iran;IFH;OIFE;Asia/Tehran
2041;Shahid Vatan Pour Air Base;Esfahan;Iran;NULL;OIFH;Asia/Tehran
2042;Kashan Airport;Kashan;Iran;KKS;OIFK;Asia/Tehran
2043;Esfahan Shahid Beheshti International Airport;Esfahan;Iran;IFN;OIFM;Asia/Tehran
2044;Badr Air Base;Sepah;Iran;NULL;OIFP;Asia/Tehran
2045;Sardar-e-Jangal Airport;Rasht;Iran;RAS;OIGG;Asia/Tehran
2046;Arak Airport;Arak;Iran;AJK;OIHR;Asia/Tehran
2047;Ghazvin Azadi Airport;Abe-ali;Iran;NULL;OIIA;Asia/Tehran
2048;Kushke Nosrat Airport;Kushke Nosrat;Iran;NULL;OIIC;Asia/Tehran
2049;Doshan Tappeh Air Base;Teheran;Iran;NULL;OIID;Asia/Tehran
2050;Ghale Morghi Airport;Teheran;Iran;NULL;OIIG;Asia/Tehran
2051;Mehrabad International Airport;Teheran;Iran;THR;OIII;Asia/Tehran
2052;Qazvin Airport;Ghazvin;Iran;GZW;OIIK;Asia/Tehran
2053;Naja Airport;Khoram Dareh;Iran;NULL;OIIM;Asia/Tehran
2054;Bandar Abbas International Airport;Bandar Abbas;Iran;BND;OIKB;Asia/Tehran
2055;Jiroft Airport;Jiroft;Iran;JYR;OIKJ;Asia/Tehran
2056;Kerman Airport;Kerman;Iran;KER;OIKK;Asia/Tehran
2057;Havadarya Airport;Bandar Abbas;Iran;HDR;OIKP;Asia/Tehran
2058;Dayrestan Airport;Gheshm I.;Iran;NULL;OIKQ;Asia/Tehran
2059;Sirjan Airport;Sirjan;Iran;SYJ;OIKY;Asia/Tehran
2060;Birjand Airport;Birjand;Iran;XBJ;OIMB;Asia/Tehran
2061;Sarakhs Airport;Sarakhs;Iran;CKT;OIMC;Asia/Tehran
2062;Shahroud Airport;Emam Shahr;Iran;RUD;OIMJ;Asia/Tehran
2063;Tabas Airport;Tabas;Iran;TCX;OIMT;Asia/Tehran
2064;Kalaleh Airport;Kalaleh;Iran;KLM;OINE;Asia/Tehran
2065;Ramsar Airport;Ramsar;Iran;RZR;OINR;Asia/Tehran
2066;Fasa Airport;Fasa;Iran;FAZ;OISF;Asia/Tehran
2067;Jahrom Airport;Jahrom;Iran;JAR;OISJ;Asia/Tehran
2068;Lamerd Airport;Lamerd;Iran;LFM;OISR;Asia/Tehran
2069;Shiraz Shahid Dastghaib International Airport;Shiraz;Iran;SYZ;OISS;Asia/Tehran
2070;Khoy Airport;Khoy;Iran;KHY;OITK;Asia/Tehran
2071;Tabriz International Airport;Tabriz;Iran;TBZ;OITT;Asia/Tehran
2072;Zanjan Airport;Zanjan;Iran;JWN;OITZ;Asia/Tehran
2073;Shahid Sadooghi Airport;Yazd;Iran;AZD;OIYY;Asia/Tehran
2074;Zabol Airport;Zabol;Iran;ACZ;OIZB;Asia/Tehran
2075;Konarak Airport;Chah Bahar;Iran;ZBR;OIZC;Asia/Tehran
2076;Zahedan International Airport;Zahedan;Iran;ZAH;OIZH;Asia/Tehran
2077;Iran Shahr Airport;Iran Shahr;Iran;IHR;OIZI;Asia/Tehran
2078;Saravan Airport;Saravan;Iran;NULL;OIZS;Asia/Tehran
2079;Queen Alia International Airport;Amman;Jordan;AMM;OJAI;Asia/Amman
2080;Amman-Marka International Airport;Amman;Jordan;ADJ;OJAM;Asia/Amman
2081;Aqaba King Hussein International Airport;Aqaba;Jordan;AQJ;OJAQ;Asia/Amman
2082;Prince Hassan Air Base;Hotel Four;Jordan;NULL;OJHF;Asia/Amman
2083;Jerusalem Airport;Jerusalem;West Bank;NULL;OJJR;Asia/Jerusalem
2084;King Hussein Air College;Mafraq;Jordan;OMF;OJMF;Asia/Amman
2085;Kuwait International Airport;Kuwait;Kuwait;KWI;OKBK;Asia/Kuwait
2086;Beirut Rafic Hariri International Airport;Beirut;Lebanon;BEY;OLBA;Asia/Beirut
2087;Rene Mouawad Air Base;Kleiat;Lebanon;KYE;OLKA;Asia/Beirut
2088;Abu Dhabi International Airport;Abu Dhabi;United Arab Emirates;AUH;OMAA;Asia/Dubai
2089;Bateen Airport;Abu Dhabi;United Arab Emirates;AZI;OMAD;Asia/Dubai
2090;Al Hamra Aux Airport;Al Hamra;United Arab Emirates;NULL;OMAH;Asia/Dubai
2091;Jebel Dhana Airport;Jebel Dhana;United Arab Emirates;NULL;OMAJ;Asia/Dubai
2092;Al Dhafra Air Base;Abu Dhabi;United Arab Emirates;DHF;OMAM;Asia/Dubai
2093;Arzanah Airport;Arzana;United Arab Emirates;NULL;OMAR;Asia/Dubai
2094;Das Island Airport;Das Island;United Arab Emirates;NULL;OMAS;Asia/Dubai
2095;Zirku Airport;Zirku;United Arab Emirates;NULL;OMAZ;Asia/Dubai
2096;Dubai International Airport;Dubai;United Arab Emirates;DXB;OMDB;Asia/Dubai
2097;Fujairah International Airport;Fujeirah;United Arab Emirates;FJR;OMFJ;Asia/Dubai
2098;Ras Al Khaimah International Airport;Ras Al Khaimah;United Arab Emirates;RKT;OMRK;Asia/Dubai
2099;Sharjah International Airport;Sharjah;United Arab Emirates;SHJ;OMSJ;Asia/Dubai
2100;Khasab Air Base;Khasab;Oman;KHS;OOKB;Asia/Muscat
2101;Masirah Air Base;Masirah;Oman;MSH;OOMA;Asia/Muscat
2102;Muscat International Airport;Muscat;Oman;MCT;OOMS;Asia/Muscat
2103;Salalah Airport;Salalah;Oman;SLL;OOSA;Asia/Muscat
2104;Thumrait Air Base;Thumrait;Oman;TTH;OOTH;Asia/Muscat
2105;Bhagatanwala Airport;Bhagtanwala;Pakistan;BHW;OPBG;Asia/Karachi
2106;Faisalabad International Airport;Faisalabad;Pakistan;LYP;OPFA;Asia/Karachi
2107;Gwadar International Airport;Gwadar;Pakistan;GWD;OPGD;Asia/Karachi
2108;Gilgit Airport;Gilgit;Pakistan;GIL;OPGT;Asia/Karachi
2109;Shahbaz Air Base;Jacobsbad;Pakistan;JAG;OPJA;Asia/Karachi
2110;Jinnah International Airport;Karachi;Pakistan;KHI;OPKC;Asia/Karachi
2111;Alama Iqbal International Airport;Lahore;Pakistan;LHE;OPLA;Asia/Karachi
2112;Walton Airport;Lahore;Pakistan;NULL;OPLH;Asia/Karachi
2113;Mangla Airport;Mangla;Pakistan;XJM;OPMA;Asia/Karachi
2114;Muzaffarabad Airport;Muzaffarabad;Pakistan;MFG;OPMF;Asia/Karachi
2115;Mianwali Air Base;Mianwali;Pakistan;MWD;OPMI;Asia/Karachi
2116;Moenjodaro Airport;Moenjodaro;Pakistan;MJD;OPMJ;Asia/Karachi
2117;Masroor Air Base;Karachi;Pakistan;NULL;OPMR;Asia/Karachi
2118;Multan International Airport;Multan;Pakistan;MUX;OPMT;Asia/Karachi
2119;Shaheed Benazirabad Airport;Nawabshah;Pakistan;WNS;OPNH;Asia/Karachi
2120;Okara Cantonment Airstrip;Okara;Pakistan;NULL;OPOK;Asia/Karachi
2121;Panjgur Airport;Panjgur;Pakistan;PJG;OPPG;Asia/Karachi
2122;Pasni Airport;Pasni;Pakistan;PSI;OPPI;Asia/Karachi
2123;Peshawar International Airport;Peshawar;Pakistan;PEW;OPPS;Asia/Karachi
2124;Qasim Airport;Qasim;Pakistan;NULL;OPQS;Asia/Karachi
2125;Quetta International Airport;Quetta;Pakistan;UET;OPQT;Asia/Karachi
2126;Shaikh Zaid Airport;Rahim Yar Khan;Pakistan;RYK;OPRK;Asia/Karachi
2127;Benazir Bhutto International Airport;Islamabad;Pakistan;NULL;OPRN;Asia/Karachi
2128;Risalpur Air Base;Risalpur;Pakistan;NULL;OPRS;Asia/Karachi
2129;Rawalakot Airport;Rawala Kot;Pakistan;RAZ;OPRT;Asia/Karachi
2130;Sukkur Airport;Sukkur;Pakistan;SKZ;OPSK;Asia/Karachi
2131;Saidu Sharif Airport;Saidu Sharif;Pakistan;SDT;OPSS;Asia/Karachi
2132;Sui Airport;Sui;Pakistan;SUL;OPSU;Asia/Karachi
2133;Talhar Airport;Talhar;Pakistan;BDN;OPTH;Asia/Karachi
2134;Wana Airport;Wana;Pakistan;WAF;OPWN;Asia/Karachi
2135;Zhob Airport;Zhob;Pakistan;PZH;OPZB;Asia/Karachi
2136;Basrah International Airport;Basrah;Iraq;BSR;ORMM;Asia/Baghdad
2137;Aleppo International Airport;Aleppo;Syria;ALP;OSAP;Asia/Damascus
2138;Damascus International Airport;Damascus;Syria;DAM;OSDI;Asia/Damascus
2139;Deir ez-Zor Air Base;Deire Zor;Syria;DEZ;OSDZ;Asia/Damascus
2140;Bassel Al-Assad International Airport;Latakia;Syria;LTK;OSLK;Asia/Damascus
2141;Palmyra Airport;Palmyra;Syria;PMS;OSPR;Asia/Damascus
2142;Doha International Airport;Doha;Qatar;DIA;OTBD;Asia/Qatar
2143;Canton Island Airport;Canton Island;Kiribati;CIS;PCIS;Pacific/Enderbury
2144;Rota International Airport;Rota;Northern Mariana Islands;ROP;PGRO;Pacific/Saipan
2145;Saipan International Airport;Saipan;Northern Mariana Islands;SPN;PGSN;Pacific/Saipan
2146;Andersen Air Force Base;Andersen;Guam;UAM;PGUA;Pacific/Guam
2147;Antonio B. Won Pat International Airport;Agana;Guam;GUM;PGUM;Pacific/Guam
2148;Tinian International Airport;West Tinian;Northern Mariana Islands;TIQ;PGWT;Pacific/Saipan
2149;Marshall Islands International Airport;Majuro;Marshall Islands;MAJ;PKMJ;Pacific/Majuro
2150;Dyess Army Air Field;Kwajalein;Marshall Islands;NULL;PKRO;Pacific/Majuro
2151;Bucholz Army Air Field;Kwajalein;Marshall Islands;KWA;PKWA;Pacific/Majuro
2152;Henderson Field;Midway;Midway Islands;MDY;PMDY;Pacific/Midway
2153;Chuuk International Airport;Chuuk;Micronesia;TKK;PTKK;Pacific/Truk
2154;Pohnpei International Airport;Pohnpei;Micronesia;PNI;PTPN;Pacific/Ponape
2155;Babelthuap Airport;Babelthuap;Palau;ROR;PTRO;Pacific/Palau
2156;Kosrae International Airport;Kosrae;Micronesia;KSA;PTSA;Pacific/Kosrae
2157;Yap International Airport;Yap;Micronesia;YAP;PTYA;Pacific/Truk
2158;Kinmen Airport;Kinmen;Taiwan;KNH;RCBS;Asia/Taipei
2159;Pingtung South Airport;Pingtung;Taiwan;NULL;RCDC;Asia/Taipei
2160;Longtan Air Base;Longtang;Taiwan;NULL;RCDI;Asia/Taipei
2161;Taitung Airport;Fengnin;Taiwan;TTT;RCFN;Asia/Taipei
2162;Lyudao Airport;Green Island;Taiwan;GNI;RCGI;Asia/Taipei
2163;Kaohsiung International Airport;Kaohsiung;Taiwan;KHH;RCKH;Asia/Taipei
2164;Chiayi Airport;Chiayi;Taiwan;CYI;RCKU;Asia/Taipei
2165;Lanyu Airport;Lanyu;Taiwan;KYD;RCLY;Asia/Taipei
2166;Taichung Ching Chuang Kang Airport;Taichung;Taiwan;RMQ;RCMQ;Asia/Taipei
2167;Tainan Airport;Tainan;Taiwan;TNN;RCNN;Asia/Taipei
2168;Hsinchu Air Base;Hsinchu;Taiwan;HSZ;RCPO;Asia/Taipei
2169;Makung Airport;Makung;Taiwan;MZG;RCQC;Asia/Taipei
2170;Chihhang Air Base;Taitung;Taiwan;NULL;RCQS;Asia/Taipei
2171;Pingtung North Airport;Pingtung;Taiwan;PIF;RCSQ;Asia/Taipei
2172;Taipei Songshan Airport;Taipei;Taiwan;TSA;RCSS;Asia/Taipei
2173;Taiwan Taoyuan International Airport;Taipei;Taiwan;TPE;RCTP;Asia/Taipei
2174;Wang-an Airport;Wang An;Taiwan;WOT;RCWA;Asia/Taipei
2175;Hualien Airport;Hualien;Taiwan;HUN;RCYU;Asia/Taipei
2176;Narita International Airport;Tokyo;Japan;NRT;RJAA;Asia/Tokyo
2177;Matsumoto Airport;Matsumoto;Japan;MMJ;RJAF;Asia/Tokyo
2178;Hyakuri Airport;Ibaraki;Japan;IBR;RJAH;Asia/Tokyo
2179;Minami Torishima Airport;Minami Tori Shima;Japan;MUS;RJAM;Asia/Tokyo
2180;Iwo Jima Airport;Iwojima;Japan;IWO;RJAW;Asia/Tokyo
2181;Nanki Shirahama Airport;Nanki-shirahama;Japan;SHM;RJBD;Asia/Tokyo
2182;Kohnan Airport;Kohnan;Japan;NULL;RJBK;Asia/Tokyo
2183;Tokachi-Obihiro Airport;Obihiro;Japan;OBO;RJCB;Asia/Tokyo
2184;New Chitose Airport;Sapporo;Japan;CTS;RJCC;Asia/Tokyo
2185;Hakodate Airport;Hakodate;Japan;HKD;RJCH;Asia/Tokyo
2186;Chitose Air Base;Chitose;Japan;NULL;RJCJ;Asia/Tokyo
2187;Memanbetsu Airport;Memanbetsu;Japan;MMB;RJCM;Asia/Tokyo
2188;Nakashibetsu Airport;Nakashibetsu;Japan;SHB;RJCN;Asia/Tokyo
2189;Tokachi Airport;Tokachi;Japan;NULL;RJCT;Asia/Tokyo
2190;Wakkanai Airport;Wakkanai;Japan;WKJ;RJCW;Asia/Tokyo
2191;Iki Airport;Iki;Japan;IKI;RJDB;Asia/Tokyo
2192;Yamaguchi Ube Airport;Yamaguchi;Japan;UBJ;RJDC;Asia/Tokyo
2193;Tsushima Airport;Tsushima;Japan;TSJ;RJDT;Asia/Tokyo
2194;Monbetsu Airport;Monbetsu;Japan;MBE;RJEB;Asia/Tokyo
2195;Asahikawa Airport;Asahikawa;Japan;AKJ;RJEC;Asia/Tokyo
2196;Okushiri Airport;Okushiri;Japan;OIR;RJEO;Asia/Tokyo
2197;Rishiri Airport;Rishiri Island;Japan;RIS;RJER;Asia/Tokyo
2198;Ashiya Airport;Ashiya;Japan;NULL;RJFA;Asia/Tokyo
2199;Yakushima Airport;Yakushima;Japan;KUM;RJFC;Asia/Tokyo
2200;Fukue Airport;Fukue;Japan;FUJ;RJFE;Asia/Tokyo
2201;Fukuoka Airport;Fukuoka;Japan;FUK;RJFF;Asia/Tokyo
2202;New Tanegashima Airport;Tanegashima;Japan;TNE;RJFG;Asia/Tokyo
2203;Kagoshima Airport;Kagoshima;Japan;KOJ;RJFK;Asia/Tokyo
2204;Miyazaki Airport;Miyazaki;Japan;KMI;RJFM;Asia/Tokyo
2205;Nyutabaru Airport;Nyutabaru;Japan;NULL;RJFN;Asia/Tokyo
2206;Oita Airport;Oita;Japan;OIT;RJFO;Asia/Tokyo
2207;Kitakyūshū Airport;Kitakyushu;Japan;KKJ;RJFR;Asia/Tokyo
2208;Kumamoto Airport;Kumamoto;Japan;KMJ;RJFT;Asia/Tokyo
2209;Nagasaki Airport;Nagasaki;Japan;NGS;RJFU;Asia/Tokyo
2210;Kanoya Airport;Kanoya;Japan;NULL;RJFY;Asia/Tokyo
2211;Tsuiki Air Field;Tsuiki;Japan;NULL;RJFZ;Asia/Tokyo
2212;Amami Airport;Amami;Japan;ASJ;RJKA;Asia/Tokyo
2213;Okierabu Airport;Okierabu;Japan;OKE;RJKB;Asia/Tokyo
2214;Tokunoshima Airport;Tokunoshima;Japan;TKN;RJKN;Asia/Tokyo
2215;Fukui Airport;Fukui;Japan;FKJ;RJNF;Asia/Tokyo
2216;Gifu Airport;Gifu;Japan;QGU;RJNG;Asia/Tokyo
2217;Hamamatsu Airport;Hamamatsu;Japan;NULL;RJNH;Asia/Tokyo
2218;Komatsu Airport;Kanazawa;Japan;KMQ;RJNK;Asia/Tokyo
2219;Oki Airport;Oki Island;Japan;OKI;RJNO;Asia/Tokyo
2220;Toyama Airport;Toyama;Japan;TOY;RJNT;Asia/Tokyo
2221;Shizuhama Airport;Yaizu;Japan;NULL;RJNY;Asia/Tokyo
2222;Hiroshima Airport;Hiroshima;Japan;HIJ;RJOA;Asia/Tokyo
2223;Okayama Airport;Okayama;Japan;OKJ;RJOB;Asia/Tokyo
2224;Izumo Airport;Izumo;Japan;IZO;RJOC;Asia/Tokyo
2225;Hofu Airport;Hofu;Japan;NULL;RJOF;Asia/Tokyo
2226;Miho Yonago Airport;Miho;Japan;YGJ;RJOH;Asia/Tokyo
2227;Kōchi Ryōma Airport;Kochi;Japan;KCZ;RJOK;Asia/Tokyo
2228;Matsuyama Airport;Matsuyama;Japan;MYJ;RJOM;Asia/Tokyo
2229;Osaka International Airport;Osaka;Japan;ITM;RJOO;Asia/Tokyo
2230;Tottori Airport;Tottori;Japan;TTJ;RJOR;Asia/Tokyo
2231;Tokushima Airport/JMSDF Air Base;Tokushima;Japan;TKS;RJOS;Asia/Tokyo
2232;Takamatsu Airport;Takamatsu;Japan;TAK;RJOT;Asia/Tokyo
2233;Yao Airport;Osaka;Japan;NULL;RJOY;Asia/Tokyo
2234;Ozuki Airport;Ozuki;Japan;NULL;RJOZ;Asia/Tokyo
2235;Aomori Airport;Aomori;Japan;AOJ;RJSA;Asia/Tokyo
2236;Yamagata Airport;Yamagata;Japan;GAJ;RJSC;Asia/Tokyo
2237;Sado Airport;Sado;Japan;SDS;RJSD;Asia/Tokyo
2238;Hachinohe Airport;Hachinoe;Japan;HHE;RJSH;Asia/Tokyo
2239;Hanamaki Airport;Hanamaki;Japan;HNA;RJSI;Asia/Tokyo
2240;Akita Airport;Akita;Japan;AXT;RJSK;Asia/Tokyo
2241;Misawa Air Base;Misawa;Japan;MSJ;RJSM;Asia/Tokyo
2242;Sendai Airport;Sendai;Japan;SDJ;RJSS;Asia/Tokyo
2243;Matsushima Air Base;Matsushima;Japan;NULL;RJST;Asia/Tokyo
2244;Atsugi Naval Air Facility;Atsugi;Japan;NJA;RJTA;Asia/Tokyo
2245;Tateyama Airport;Tateyama;Japan;NULL;RJTE;Asia/Tokyo
2246;Hachijojima Airport;Hachijojima;Japan;HAC;RJTH;Asia/Tokyo
2247;Iruma Air Base;Iruma;Japan;NULL;RJTJ;Asia/Tokyo
2248;Kisarazu Airport;Kisarazu;Japan;NULL;RJTK;Asia/Tokyo
2249;Shimofusa Airport;Shimofusa;Japan;NULL;RJTL;Asia/Tokyo
2250;Oshima Airport;Oshima;Japan;OIM;RJTO;Asia/Tokyo
2251;Kastner Army Heliport;Zama;Japan;NULL;RJTR;Asia/Tokyo
2252;Tokyo Haneda International Airport;Tokyo;Japan;HND;RJTT;Asia/Tokyo
2253;Yokota Air Base;Yokota;Japan;OKO;RJTY;Asia/Tokyo
2254;Gwangju Airport;Kwangju;South Korea;KWJ;RKJJ;Asia/Seoul
2255;Jeon Ju Airport (G-703);Jhunju;South Korea;CHN;RKJU;Asia/Seoul
2256;Yeosu Airport;Yeosu;South Korea;RSU;RKJY;Asia/Seoul
2257;Sokcho Airport;Sokch'o;South Korea;NULL;RKND;Asia/Seoul
2258;Gangneung Airport (K-18);Kangnung;South Korea;KAG;RKNN;Asia/Seoul
2259;Jeju International Airport;Cheju;South Korea;CJU;RKPC;Asia/Seoul
2260;Jinhae Airbase/Airport (G-813/K-10);Chinhae;South Korea;CHF;RKPE;Asia/Seoul
2261;Gimhae International Airport;Busan;South Korea;PUS;RKPK;Asia/Seoul
2262;Ulsan Airport;Ulsan;South Korea;USN;RKPU;Asia/Seoul
2263;A 511 Airport;Pyongtaek;South Korea;NULL;RKSG;Asia/Seoul
2264;Seoul Air Base (K-16);Seoul East;South Korea;SSN;RKSM;Asia/Seoul
2265;Osan Air Base;Osan;South Korea;OSN;RKSO;Asia/Seoul
2266;Gimpo International Airport;Seoul;South Korea;GMP;RKSS;Asia/Seoul
2267;Suwon Airport;Suwon;South Korea;SWU;RKSW;Asia/Seoul
2268;Pohang Airport (G-815/K-3);Pohang;South Korea;KPO;RKTH;Asia/Seoul
2269;Daegu Airport;Taegu;South Korea;TAE;RKTN;Asia/Seoul
2270;Yecheon Airbase;Yechon;South Korea;YEC;RKTY;Asia/Seoul
2271;Naha Airport;Okinawa;Japan;OKA;ROAH;Asia/Tokyo
2272;Ie Shima Auxiliary Air Base;Iejima;Japan;NULL;RODE;Asia/Tokyo
2273;Kadena Air Base;Kadena;Japan;DNA;RODN;Asia/Tokyo
2274;New Ishigaki Airport;Ishigaki;Japan;ISG;ROIG;Asia/Tokyo
2275;Kumejima Airport;Kumejima;Japan;UEO;ROKJ;Asia/Tokyo
2276;Minami-Daito Airport;Minami Daito;Japan;MMD;ROMD;Asia/Tokyo
2277;Miyako Airport;Miyako;Japan;MMY;ROMY;Asia/Tokyo
2278;Kitadaito Airport;Kitadaito;Japan;KTD;RORK;Asia/Tokyo
2279;Shimojishima Airport;Shimojishima;Japan;SHI;RORS;Asia/Tokyo
2280;Tarama Airport;Tarama;Japan;TRA;RORT;Asia/Tokyo
2281;Yoron Airport;Yoron;Japan;RNJ;RORY;Asia/Tokyo
2282;Futenma Marine Corps Air Station;Futema;Japan;NULL;ROTM;Asia/Tokyo
2283;Yonaguni Airport;Yonaguni Jima;Japan;OGN;ROYN;Asia/Tokyo
2284;Ninoy Aquino International Airport;Manila;Philippines;MNL;RPLL;Asia/Manila
2285;Awang Airport;Cotabato;Philippines;CBO;RPMC;Asia/Manila
2286;Cagayan De Oro Airport;Ladag;Philippines;NULL;RPML;Asia/Manila
2287;Pagadian Airport;Pagadian;Philippines;PAG;RPMP;Asia/Manila
2288;General Santos International Airport;Romblon;Philippines;GES;RPMR;Asia/Manila
2289;Zamboanga International Airport;Zamboanga;Philippines;ZAM;RPMZ;Asia/Manila
2290;Loakan Airport;Baguio;Philippines;BAG;RPUB;Asia/Manila
2291;Daet Airport;Daet;Philippines;DTE;RPUD;Asia/Manila
2292;Basa Air Base;Floridablanca;Philippines;NULL;RPUF;Asia/Manila
2293;Lingayen Airport;Lingayen;Philippines;NULL;RPUG;Asia/Manila
2294;San Jose Airport;San Jose;Philippines;SJI;RPUH;Asia/Manila
2295;Fernando Air Base;Lipa;Philippines;NULL;RPUL;Asia/Manila
2296;Mamburao Airport;Mamburao;Philippines;MBO;RPUM;Asia/Manila
2297;Vigan Airport;Vigan;Philippines;NULL;RPUQ;Asia/Manila
2298;Dr.Juan C. Angara Airport;Baler;Philippines;BQA;RPUR;Asia/Manila
2299;Bagabag Airport;Bagabag;Philippines;NULL;RPUZ;Asia/Manila
2300;Daniel Z. Romualdez Airport;Tacloban;Philippines;TAC;RPVA;Asia/Manila
2301;Bacolod-Silay Airport;Bacolod;Philippines;BCD;RPVB;Asia/Manila
2302;Sibulan Airport;Dumaguete;Philippines;DGT;RPVD;Asia/Manila
2303;Godofredo P. Ramos Airport;Caticlan;Philippines;MPH;RPVE;Asia/Manila
2304;Guiuan Airport;Guiuan;Philippines;NULL;RPVG;Asia/Manila
2305;Iloilo International Airport;Iloilo;Philippines;ILO;RPVI;Asia/Manila
2306;Kalibo International Airport;Kalibo;Philippines;KLO;RPVK;Asia/Manila
2307;Puerto Princesa Airport;Puerto Princesa;Philippines;PPS;RPVP;Asia/Manila
2308;Evelio Javier Airport;San Jose;Philippines;EUQ;RPVS;Asia/Manila
2309;Comodoro Pierrestegui Airport;Concordia;Argentina;COC;SAAC;America/Cordoba
2310;Gualeguaychu Airport;Gualeguaychu;Argentina;GHU;SAAG;America/Cordoba
2311;Junin Airport;Junin;Argentina;JNI;SAAJ;America/Buenos_Aires
2312;General Urquiza Airport;Parana;Argentina;PRA;SAAP;America/Cordoba
2313;Islas Malvinas Airport;Rosario;Argentina;ROS;SAAR;America/Cordoba
2314;Sauce Viejo Airport;Santa Fe;Argentina;SFN;SAAV;America/Cordoba
2315;Jorge Newbery Airpark;Buenos Aires;Argentina;AEP;SABE;America/Buenos_Aires
2316;Ingeniero Ambrosio Taravella Airport;Cordoba;Argentina;COR;SACO;America/Cordoba
2317;Chamical Airport;Gobernador Gordillo;Argentina;NULL;SACT;America/Argentina/La_Rioja
2318;San Fernando Airport;San Fernando;Argentina;FDO;SADF;America/Buenos_Aires
2319;Mariano Moreno Airport;Jose C. Paz;Argentina;NULL;SADJ;America/Buenos_Aires
2320;La Plata Airport;La Plata;Argentina;LPG;SADL;America/Buenos_Aires
2321;Moron Airport;Moron;Argentina;NULL;SADM;America/Buenos_Aires
2322;El Palomar Airport;El Palomar;Argentina;EPA;SADP;America/Buenos_Aires
2323;Chos Malal Airport;Chosmadal;Argentina;HOS;SAHC;America/Argentina/Salta
2324;Dr. Arturo H. Illia Airport;Fuerte Gral Roca;Argentina;GNR;SAHR;America/Argentina/Salta
2325;El Plumerillo Airport;Mendoza;Argentina;MDZ;SAME;America/Mendoza
2326;Comodoro D.R. Salomón Airport;Malargue;Argentina;LGS;SAMM;America/Mendoza
2327;Suboficial Ay Santiago Germano Airport;San Rafael;Argentina;AFA;SAMR;America/Mendoza
2328;Catamarca Airport;Catamarca;Argentina;CTC;SANC;America/Catamarca
2329;Vicecomodoro Angel D. La Paz Aragonés Airport;Santiago Del Estero;Argentina;SDE;SANE;America/Cordoba
2330;Tinogasta Airport;Tinogasta;Argentina;NULL;SANI;America/Catamarca
2331;Capitan V A Almonacid Airport;La Rioja;Argentina;IRJ;SANL;America/Argentina/La_Rioja
2332;Chilecito Airport;Chilecito;Argentina;NULL;SANO;America/Argentina/La_Rioja
2333;Teniente Benjamin Matienzo Airport;Tucuman;Argentina;TUC;SANT;America/Argentina/Tucuman
2334;Domingo Faustino Sarmiento Airport;San Juan;Argentina;UAQ;SANU;America/Argentina/San_Juan
2335;Area De Material Airport;Rio Cuarto;Argentina;RCU;SAOC;America/Cordoba
2336;Villa Dolores Airport;Villa Dolores;Argentina;VDR;SAOD;America/Cordoba
2337;La Quiaca Airport;Laboulaye;Argentina;NULL;SAOL;America/Jujuy
2338;Marcos Juarez Airport;Marcos Juarez;Argentina;NULL;SAOM;America/Cordoba
2339;Villa Reynolds Airport;Villa Reynolds;Argentina;VME;SAOR;America/Argentina/San_Luis
2340;Brigadier Mayor D Cesar Raul Ojeda Airport;San Luis;Argentina;LUQ;SAOU;America/Argentina/San_Luis
2341;Corrientes Airport;Corrientes;Argentina;CNQ;SARC;America/Cordoba
2342;Resistencia International Airport;Resistencia;Argentina;RES;SARE;America/Cordoba
2343;Formosa Airport;Formosa;Argentina;FMA;SARF;America/Cordoba
2344;Cataratas Del Iguazú International Airport;Iguazu Falls;Argentina;IGR;SARI;America/Cordoba
2345;Paso De Los Libres Airport;Paso De Los Libres;Argentina;AOL;SARL;America/Cordoba
2346;Monte Caseros Airport;Monte Caseros;Argentina;MCS;SARM;America/Cordoba
2347;Libertador Gral D Jose De San Martin Airport;Posadas;Argentina;PSS;SARP;America/Cordoba
2348;Termal Airport;Presidencia R.s.pena;Argentina;PRQ;SARS;America/Cordoba
2349;Martin Miguel De Guemes International Airport;Salta;Argentina;SLA;SASA;America/Argentina/Salta
2350;Gobernador Horacio Guzman International Airport;Jujuy;Argentina;JUJ;SASJ;America/Jujuy
2351;Orán Airport;Oran;Argentina;ORA;SASO;America/Argentina/Salta
2352;Laboulaye Airport;La Quiaca;Argentina;NULL;SASQ;America/Cordoba
2353;El Dorado Airport;El Dorado;Argentina;ELO;SATD;America/Cordoba
2354;Goya Airport;Goya;Argentina;OYA;SATG;America/Cordoba
2355;Oberá Airport;Obera;Argentina;NULL;SATO;America/Cordoba
2356;Reconquista Airport;Reconquista;Argentina;RCQ;SATR;America/Cordoba
2357;Curuzu Cuatia Airport;Curuzu Cuatia;Argentina;UZU;SATU;America/Cordoba
2358;El Bolson Airport;El Bolson;Argentina;EHL;SAVB;America/Argentina/Salta
2359;General E. Mosconi Airport;Comodoro Rivadavia;Argentina;CRD;SAVC;America/Catamarca
